id,area_px,centroid_y,centroid_x,equivalent_diameter_px,eccentricity,solidity
1,10622,2117.6331199397478,2698.3046507249105,116.29424080399208,0.24239598149127015,0.9851604526061956
2,26369,2178.711517311995,2822.7359020061435,183.232239398861,0.7136678905752244,0.9212843267416673
